title,model_details,year,agency,price,monthly_payment,link,image_path
סובארו אימפרזה,1.6 Eyesight אוט׳ 1.6 (114 כ״ס),2015 • יד 2,,"27,000 ₪",,https://www.yad2.co.il://item/8vqq05fi,https://img.yad2.co.il/Pic/202503/26/1_1/o/y2_1pa_010636_20250326202844.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,2.5XS אוט׳ 2.5 (175 כ״ס),2016 • יד 3,,"55,000 ₪",,https://www.yad2.co.il://item/lacx33ic,https://img.yad2.co.il/Pic/202501/23/1_1/o/y2_1pa_010631_20250123112753.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,2.5X אוט׳ 2.5 (175 כ״ס) [2016-2019],2017 • יד 2,,"59,000 ₪",,https://www.yad2.co.il://item/0lr6ckfh,https://img.yad2.co.il/Pic/202505/08/1_1/o/y2_1pa_010438_20250508142056.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,X אוט׳ בנזין 2.5 (167 כ״ס),2012 • יד 2,,"2,000 ₪",,https://www.yad2.co.il://item/r8k5066h,https://img.yad2.co.il/Pic/202412/22/1_1/o/y2_1pa_010884_20241222202838.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Tokyo אוט׳ 1.6 (114 כ״ס),2016 • יד 2,,"35,000 ₪",,https://www.yad2.co.il://item/famfhwuy,https://img.yad2.co.il/Pic/202503/19/1_1/o/y2_1pa_010664_20250319190603.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,I אוט׳ 1.6 (95 כ״ס),2006 • יד 2,,"1,000 ₪",,https://www.yad2.co.il://item/al70rki2,https://img.yad2.co.il/Pic/202412/11/1_1/o/y2_1_07195_20241211132737.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Classic אוט׳ 1.6 (114 כ״ס) [2018-2021],2019 • יד 1,מרכז הטרייד אין לרכבים .,"63,000 ₪",,https://www.yad2.co.il://item/6edtebr2,https://img.yad2.co.il/Pic/202505/04/1_8/o/y2_1pa_010427_20250504111818.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2022 • יד 1,אופרייט,"92,900 ₪",,https://www.yad2.co.il://item/crlpjn77,https://img.yad2.co.il/Pic/202505/09/1_8/o/xml_1_9954897624_20250509070556.jpg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2013 • יד 3,רכב איילת השחר,"35,000 ₪",,https://www.yad2.co.il://item/scuy9pz5,https://img.yad2.co.il/Pic/202505/08/1_8/o/y2_1pa_010465_20250508181542.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2023 • יד 1,אופרייט,"138,000 ₪",,https://www.yad2.co.il://item/cmsn7ii3,https://img.yad2.co.il/Pic/202504/15/1_3/o/y2_1pa_010492_20250415105338.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2019 • יד 3,אוטו שואו,"76,999 ₪",,https://www.yad2.co.il://item/g7hrptob,https://img.yad2.co.il/Pic/202504/21/1_8/o/y2_1pa_010844_20250421181016.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2022 • יד 1,לובינסקי טרייד & ליס,"142,900 ₪",,https://www.yad2.co.il://item/ph1i9jt3,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1pa_010295_20250508090204.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2021 • יד 3,טרייד אין רכב חיפה,"139,990 ₪","1,959 ₪ (60 חודשים)",https://www.yad2.co.il://item/yxrw53lp,https://img.yad2.co.il/Pic/202504/29/1_3/o/y2_1pa_010315_20250429181002.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2019 • יד 1,סמלת כמו חדש,"123,900 ₪","2,369 ₪ (60 חודשים)",https://www.yad2.co.il://item/u8i6nk2w,
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2016 • יד 2,בונים הצלחות,"49,900 ₪",,https://www.yad2.co.il://item/l24r18w9,https://img.yad2.co.il/Pic/202411/05/1_8/o/y2_9pa_010974_20241105134450.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2019 • יד 2,ביי אנד דרייב,"114,900 ₪",,https://www.yad2.co.il://item/5xq95dsa,https://img.yad2.co.il/Pic/202502/03/1_3/o/xml_1_9954880823_20250203010237.jpg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Business אוט׳ 2.0 (150 כ״ס),2013 • יד 5,רכבים יד שנייה,"3,000 ₪",,https://www.yad2.co.il://item/d9idvqu3,https://img.yad2.co.il/Pic/202410/06/1_8/o/y2_1_mc6Dg9gO3s_20241006.png?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2009 • יד 2,Freesbe,"8,000 ₪",,https://www.yad2.co.il://item/j7tv8iv2,https://img.yad2.co.il/Pic/202504/16/1_8/o/y2_1pa_010405_20250416171550.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2021-2025],2022 • יד 1,אוטו פלוס,"148,000 ₪","1,499 ₪ (60 חודשים)",https://www.yad2.co.il://item/nxry1jz8,https://img.yad2.co.il/Pic/202505/09/1_3/o/y2_1pa_010940_20250509120619.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstyle אוט׳ 2.0 (152 כ״ס),2023 • יד 1,אלדן,"112,000 ₪",,https://www.yad2.co.il://item/e4ho0kga,https://img.yad2.co.il/Pic/202504/28/1_8/o/y2_1pa_010846_20250428103555.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Classic אוט׳ 1.6 (114 כ״ס) [2018-2021],2019 • יד 3,אדיר קאר פרימיום,"64,900 ₪",,https://www.yad2.co.il://item/sug50wu8,https://img.yad2.co.il/Pic/202504/29/1_8/o/y2_1pa_010975_20250429170200.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2021 • יד 2,יורודרייב - מתקדמים לפרימיום,"110,000 ₪",,https://www.yad2.co.il://item/yjiegjke,https://img.yad2.co.il/Pic/202504/28/1_3/o/y2_1pa_999105_20250428113436.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,X אוט׳ בנזין 2.5 (167 כ״ס),2012 • יד 3,לירון סרבי רכבים,"19,999 ₪",580 ₪ (48 חודשים),https://www.yad2.co.il://item/ptkcydsq,https://img.yad2.co.il/Pic/202410/13/1_8/o/y2_9_mBM5levHPf_20241013.jpg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2019 • יד 1,סמלת כמו חדש,"126,900 ₪","2,427 ₪ (60 חודשים)",https://www.yad2.co.il://item/bo4kscso,https://img.yad2.co.il/Pic/202503/27/1_3/o/xml_1_9955149078_20250327050327.jpg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2019 • יד 1,VOLVO TRADE יבואן רשמי,"7,000 ₪",,https://www.yad2.co.il://item/ks4xcwnh,https://img.yad2.co.il/Pic/202504/07/1_3/o/y2_1pa_010474_20250407113323.jpeg?w=3840&h=3840&c=9
סובארו קרוסטרק,Touring אוט׳ 2.0 (152 כ״ס),2024 • יד 1,אוטודיל,"8,500 ₪",,https://www.yad2.co.il://item/bj2d8ylq,https://img.yad2.co.il/Pic/202504/04/1_3/o/xml_1_9955193239_20250404020421.jpg?w=3840&h=3840&c=9
סובארו אימפרזה,I אוט׳ 1.6 (95 כ״ס),2006 • יד 2,,"1,000 ₪",,https://www.yad2.co.il://item/al70rki2,https://img.yad2.co.il/Pic/202412/11/1_1/o/y2_1_07195_20241211132737.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סדאן 4 דל 2.0 (150 כ״ס) [2009-2012],2009 • יד 2,,"3,000 ₪",,https://www.yad2.co.il://item/mle3ju9b,https://img.yad2.co.il/Pic/202409/15/1_1/o/y2_3pa_010533_20240915012157.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6I אוט׳ 1.6 (114 כ״ס),2014 • יד 2,,"23,000 ₪",,https://www.yad2.co.il://item/lntsry0p,https://img.yad2.co.il/Pic/202505/08/1_1/o/y2_1pa_010142_20250508135256.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Classic אוט׳ 2.5 (175 כ״ס) [2014-2017],2016 • יד 3,,"1,900 ₪",,https://www.yad2.co.il://item/fjmm8dw7,https://img.yad2.co.il/Pic/202501/30/1_1/o/y2_1pa_010983_20250130235926.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2013 • יד 3,,"42,000 ₪",,https://www.yad2.co.il://item/1fv54m28,https://img.yad2.co.il/Pic/202504/27/1_3/o/y2_1pa_010627_20250427163659.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.0 (150 כ״ס) [2011-2016],2013 • יד 5,,"46,000 ₪",,https://www.yad2.co.il://item/5idutua7,https://img.yad2.co.il/Pic/202504/03/1_3/o/y2_1pa_010772_20250403081746.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0Z אוט׳ 2.0 (150 כ״ס),2017 • יד 3,,"11,400 ₪",,https://www.yad2.co.il://item/vli3g0x7,https://img.yad2.co.il/Pic/202502/18/1_3/o/y2_1pa_010220_20250218210400.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סדאן 4 דל 2.0 (150 כ״ס) [2007-2009],2008 • יד 4,,"15,000 ₪",,https://www.yad2.co.il://item/hmdjczld,https://img.yad2.co.il/Pic/202412/08/1_1/o/y2_1pa_010725_20241208121639.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2009 • יד 4,,"8,500 ₪",,https://www.yad2.co.il://item/or6969n0,https://img.yad2.co.il/Pic/202503/17/1_1/o/y2_6pa_010442_20250317091937.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,X אוט׳ בנזין 2.5 (167 כ״ס),2012 • יד 5,,"28,351 ₪",,https://www.yad2.co.il://item/56eg1ib9,https://img.yad2.co.il/Pic/202505/04/1_1/o/y2_1pa_010200_20250504131726.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,X אוט׳ 2.5 (173 כ״ס),2014 • יד 2,,"44,000 ₪",,https://www.yad2.co.il://item/wlpfhopc,https://img.yad2.co.il/Pic/202505/05/1_1/o/y2_1pa_010997_20250505131404.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 2,,"51,300 ₪",,https://www.yad2.co.il://item/5wswkecr,https://img.yad2.co.il/Pic/202504/09/1_3/o/y2_1pa_010427_20250409144127.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2016-2018],2017 • יד 5,,"42,000 ₪",,https://www.yad2.co.il://item/si6o26p7,
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2013 • יד 3,,"40,275 ₪",,https://www.yad2.co.il://item/1x90pjn2,https://img.yad2.co.il/Pic/202504/23/1_1/o/y2_1pa_010208_20250423070251.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2016 • יד 2,,"58,000 ₪",,https://www.yad2.co.il://item/zabcgeoj,https://img.yad2.co.il/Pic/202504/17/1_3/o/y2_1pa_010269_20250417114802.jpeg?w=3840&h=3840&c=9
סובארו קרוסטרק,Luxury אוט׳ 2.0 (152 כ״ס),2024 • יד 1,,"139,000 ₪",,https://www.yad2.co.il://item/tyok2ysx,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1_05356_20250508142504.jpeg?w=3840&h=3840&c=9
סובארו טנדר (בראט),4X2 ידני חד קבינה 1.6 (67 כ״ס),1994 • יד 7,,"26,000 ₪",,https://www.yad2.co.il://item/t92qqaec,https://img.yad2.co.il/Pic/202505/08/1_2/o/y2_1pa_010193_20250508122656.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0X אוט׳ 2.0 (150 כ״ס),2017 • יד 4,,"63,000 ₪",,https://www.yad2.co.il://item/188jctk5,https://img.yad2.co.il/Pic/202503/16/1_3/o/y2_1pa_010183_20250316165445.jpeg?w=3840&h=3840&c=9
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 2,,"47,900 ₪",,https://www.yad2.co.il://item/lng4fuok,https://img.yad2.co.il/Pic/202504/22/1_1/o/y2_1pa_010277_20250422144732.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.0 (150 כ״ס) [2011-2016],2015 • יד 2,,"3,000 ₪",,https://www.yad2.co.il://item/ubmfs5uy,https://img.yad2.co.il/Pic/202404/03/1_3/o/y2_1pa_010518_20240403091053.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2011 • יד 3,מאור מוטורס,"29,999 ₪",,https://www.yad2.co.il://item/zpyyrg5a,https://img.yad2.co.il/Pic/202503/19/1_3/o/y2_1pa_010644_20250319131653.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2021 • יד 2,Freesbe,"139,000 ₪",,https://www.yad2.co.il://item/ehpd7ttw,https://img.yad2.co.il/Pic/202504/14/1_3/o/y2_1pa_010012_20250414090006.jpeg?w=3840&h=3840&c=9
סובארו קרוסטרק,Touring אוט׳ 2.0 (152 כ״ס),2025 • יד 1,טרייד אין יוסף,"169,000 ₪",,https://www.yad2.co.il://item/x9l2jz1n,https://img.yad2.co.il/Pic/202505/06/1_3/o/y2_1pa_010385_20250506172833.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek PL אוט׳ 2.0 (152 כ״ס),2021 • יד 1,Freesbe,"116,000 ₪",,https://www.yad2.co.il://item/id6fuco7,https://img.yad2.co.il/Pic/202504/24/1_8/o/y2_1pa_010221_20250424092637.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2021 • יד 2,חנונה סימון רכבים,"130,900 ₪",,https://www.yad2.co.il://item/63m54j64,https://img.yad2.co.il/Pic/202504/09/1_3/o/y2_1pa_010059_20250409113354.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2021 • יד 1,Freesbe,"125,000 ₪",,https://www.yad2.co.il://item/spxw11y5,https://img.yad2.co.il/Pic/202504/22/1_3/o/y2_1pa_010786_20250422125739.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2021 • יד 2,מכוניות גור,"95,000 ₪",,https://www.yad2.co.il://item/jbxxmn88,https://img.yad2.co.il/Pic/202410/08/1_8/o/y2_1pa_999832_20241008160015.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2020 • יד 1,בלו סקאי,"67,000 ₪",,https://www.yad2.co.il://item/x4h1n0r5,https://img.yad2.co.il/Pic/202503/18/1_8/o/y2_1pa_010092_20250318120729.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2019 • יד 2,שטראוס ובנו בעמ,"120,000 ₪",,https://www.yad2.co.il://item/p2ptlcib,https://img.yad2.co.il/Pic/202504/16/1_3/o/y2_1pa_010679_20250416161451.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2020 • יד 1,סמלת כמו חדש,"97,900 ₪","1,872 ₪ (60 חודשים)",https://www.yad2.co.il://item/ho8m9rel,https://img.yad2.co.il/Pic/202504/30/1_8/o/xml_1_9955181229_20250430060456.jpg?w=3840&h=3840&c=9
סובארו פורסטר,2.0XS אוט׳ 2.0 (150 כ״ס),2018 • יד 1,ישראקאר,"88,000 ₪",,https://www.yad2.co.il://item/6kp27v9a,https://img.yad2.co.il/Pic/202502/24/1_3/o/y2_8pa_010251_20250224185803.jpeg?w=3840&h=3840&c=9
סובארו XV,Limited אוט׳ 2.0 (152 כ״ס),2023 • יד 1,כלמוביל טרייד,"133,879 ₪",,https://www.yad2.co.il://item/5y6lru5z,
סובארו XV,2.0I אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 2,יורו קאר,"45,500 ₪",,https://www.yad2.co.il://item/e0eymxpb,https://img.yad2.co.il/Pic/202503/18/1_8/o/y2_1pa_010111_20250318163748.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2021 • יד 1,אוטודיל,"147,000 ₪",,https://www.yad2.co.il://item/ptdfmvse,https://img.yad2.co.il/Pic/202501/27/1_3/o/xml_1_9954912368_20250127010116.jpg?w=3840&h=3840&c=9
סובארו אאוטבק,XS אוט׳ 2.5 (175 כ״ס),2015 • יד 3,טרייד אין קוסקוסי,"39,000 ₪",,https://www.yad2.co.il://item/vp2kt7q0,https://img.yad2.co.il/Pic/202503/22/1_8/o/y2_1pa_010978_20250322165437.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RX אוט׳ סדאן 4 דל 1.5 (107 כ״ס),2009 • יד 3,Freesbe,"8,000 ₪",,https://www.yad2.co.il://item/7gzze6eh,https://img.yad2.co.il/Pic/202504/23/1_8/o/y2_1pa_010065_20250423153956.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 1.6 (114 כ״ס) [2016-2019],2018 • יד 2,אמ בי מוטורס,"69,999 ₪",,https://www.yad2.co.il://item/vudm02r1,https://img.yad2.co.il/Pic/202504/29/1_8/o/y2_1pa_010109_20250429184028.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek PL אוט׳ 2.0 (152 כ״ס),2021 • יד 1,סמלת כמו חדש,"118,900 ₪","2,274 ₪ (60 חודשים)",https://www.yad2.co.il://item/nz9aqqzu,
סובארו B4/לגאסי,Classic אוט׳ 2.5 (175 כ״ס) [2014-2017],2015 • יד 2,אוטו גד,"1,000 ₪",,https://www.yad2.co.il://item/xrpjt1r5,https://img.yad2.co.il/Pic/202504/23/1_8/o/y2_1pa_010946_20250423114457.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,X אוט׳ 2.5 (182 כ״ס),2023 • יד 1,אלבר,"146,640 ₪",,https://www.yad2.co.il://item/h47mobiz,https://img.yad2.co.il/Pic/202505/07/1_3/o/xml_1_9955352375_20250507010523.jpg?w=3840&h=3840&c=9
סובארו פורסטר,B אוט׳ 2.0 (150 כ״ס),2009 • יד 3,,"4,000 ₪",,https://www.yad2.co.il://item/y9l1ep0i,https://img.yad2.co.il/Pic/202503/28/1_3/o/y2_1pa_010922_20250328152712.jpeg?w=3840&h=3840&c=9
סובארו לגאסי,DL ידני 1.6 (95 כ״ס),1992 • יד 3,,"22,500 ₪",,https://www.yad2.co.il://item/sf8s2fk7,https://img.yad2.co.il/Pic/202207/06/1_1/o/y2_1_07567_20220706121054.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Business אוט׳ 2.0 (150 כ״ס),2010 • יד 5,,"2,000 ₪",,https://www.yad2.co.il://item/cqcem4c9,https://img.yad2.co.il/Pic/202504/21/1_1/o/y2_1pa_010764_20250421122846.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 1.6 (114 כ״ס) [2016-2019],2019 • יד 2,,"70,000 ₪",,https://www.yad2.co.il://item/u6v6mfae,https://img.yad2.co.il/Pic/202505/08/1_1/o/y2_1pa_010968_20250508105417.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 R אוט׳ סדאן 4 דל 1.5 (105 כ״ס),2007 • יד 3,,"1,000 ₪",,https://www.yad2.co.il://item/u8tlu64q,
סובארו פורסטר,Sport אוט׳ 2.5 (182 כ״ס) [2018-2022],2021 • יד 2,,"117,000 ₪",,https://www.yad2.co.il://item/0qhhs4wp,https://img.yad2.co.il/Pic/202505/07/1_3/o/y2_1pa_010011_20250507092045.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0Z אוט׳ 2.0 (150 כ״ס),2017 • יד 2,,"65,000 ₪",,https://www.yad2.co.il://item/xyn30qxo,https://img.yad2.co.il/Pic/202503/12/1_3/o/y2_1pa_010851_20250312192331.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Top אוט׳ 2.0 (150 כ״ס) [2009-2012],2010 • יד 7,,"12,500 ₪",,https://www.yad2.co.il://item/2ebjtfq6,https://img.yad2.co.il/Pic/202502/18/1_1/o/y2_1pa_010964_20250218153640.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6I אוט׳ 1.6 (114 כ״ס),2015 • יד 3,,"25,000 ₪",,https://www.yad2.co.il://item/seposg4u,https://img.yad2.co.il/Pic/202504/20/1_1/o/y2_1pa_010147_20250420170205.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6I אוט׳ 1.6 (114 כ״ס),2013 • יד 2,,"22,000 ₪",,https://www.yad2.co.il://item/iqz452oz,https://img.yad2.co.il/Pic/202504/15/1_1/o/y2_1pa_010568_20250415192544.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,1.6 Eyesight אוט׳ 1.6 (114 כ״ס),2014 • יד 2,,"21,000 ₪",,https://www.yad2.co.il://item/1cez0z0t,https://img.yad2.co.il/Pic/202505/05/1_1/o/y2_1pa_010123_20250505210837.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,Business אוט׳ 2.0 (150 כ״ס),2011 • יד 3,,"5,000 ₪",,https://www.yad2.co.il://item/w6uf1vi8,https://img.yad2.co.il/Pic/202503/27/1_1/o/y2_1pa_010101_20250327172224.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,Style אוט׳ 1.6 (114 כ״ס),2016 • יד 3,,"21,500 ₪",,https://www.yad2.co.il://item/ck9qqjvi,https://img.yad2.co.il/Pic/202504/28/1_1/o/y2_1pa_010911_20250428001624.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,4X2 RXI אוט׳ האצ'בק 5 דל 1.5 (107 כ״ס),2008 • יד 3,,"2,889 ₪",,https://www.yad2.co.il://item/o5pcgq5m,https://img.yad2.co.il/Pic/202503/17/1_1/o/y2_1_09507_20250317201153.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,2.0X אוט׳ 2.0 (150 כ״ס),2017 • יד 2,,"70,000 ₪",,https://www.yad2.co.il://item/d6502c4t,https://img.yad2.co.il/Pic/202505/08/1_3/o/y2_1_03985_20250508091035.jpeg?w=3840&h=3840&c=9
סובארו B4/לגאסי,R אוט׳ סדאן 4 דל 2.0 (150 כ״ס) [2007-2009],2008 • יד 3,,"3,500 ₪",,https://www.yad2.co.il://item/76etpts1,https://img.yad2.co.il/Pic/202503/23/1_1/o/y2_1pa_010474_20250323183209.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (180 כ״ס),2024 • יד 1,,"12,000 ₪",,https://www.yad2.co.il://item/pa5iegge,https://img.yad2.co.il/Pic/202503/25/1_3/o/y2_1pa_010321_20250325153442.jpeg?w=3840&h=3840&c=9
סובארו XV,1.6 Classic אוט׳ 1.6 (114 כ״ס) [2018-2021],2019 • יד 3,,"2,000 ₪",,https://www.yad2.co.il://item/pdxwphud,https://img.yad2.co.il/Pic/202504/04/1_1/o/y2_1_01134_20250404084818.jpeg?w=3840&h=3840&c=9
סובארו פורסטר,Sport אוט׳ 2.5 (180 כ״ס),2024 • יד 1,,"195,000 ₪",,https://www.yad2.co.il://item/opdfetmk,https://img.yad2.co.il/Pic/202504/03/1_3/o/y2_1_01164_20250403083051.jpeg?w=3840&h=3840&c=9
סובארו XV,Premium אוט׳ 2.0 (150 כ״ס) [2012-2016],2015 • יד 1,,"52,500 ₪",,https://www.yad2.co.il://item/0hbkmhzr,https://img.yad2.co.il/Pic/202505/05/1_1/o/y2_1pa_010428_20250505080814.jpeg?w=3840&h=3840&c=9
סובארו אימפרזה,WRX ידני סדאן 4 דל 2.0 (224 כ״ס),2003 • יד 8,מאסטר קאר,"75,000 ₪",,https://www.yad2.co.il://item/r783atqm,https://img.yad2.co.il/Pic/202407/10/1_8/o/y2_6_iIUG_Sz7ob_20240710.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2020 • יד 1,סמלת כמו חדש,"101,900 ₪","1,949 ₪ (60 חודשים)",https://www.yad2.co.il://item/7oic19ye,https://img.yad2.co.il/Pic/202504/29/1_8/o/xml_1_9955302463_20250429060417.jpg?w=3840&h=3840&c=9
סובארו פורסטר,XS אוט׳ 2.5 (182 כ״ס),2021 • יד 1,טרייד אין סובארו השרון,"146,000 ₪",,https://www.yad2.co.il://item/cog8y4gd,https://img.yad2.co.il/Pic/202504/07/1_3/o/y2_1pa_010909_20250407090959.jpeg?w=3840&h=3840&c=9
סובארו אאוטבק,Luxury אוט׳ 2.5 (170 כ״ס),2022 • יד 1,Freesbe,"150,000 ₪",,https://www.yad2.co.il://item/7sapt8y1,
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2016-2018],2016 • יד 3,N.G CAR .TRADE,"44,200 ₪",,https://www.yad2.co.il://item/klwq9kqn,https://img.yad2.co.il/Pic/202505/06/1_8/o/y2_1pa_010003_20250506145747.jpeg?w=3840&h=3840&c=9
סובארו קרוסטרק,Touring אוט׳ 2.0 (152 כ״ס),2025 • יד 1,אלבר,"159,990 ₪",,https://www.yad2.co.il://item/oazamj6z,https://img.yad2.co.il/Pic/202505/05/1_3/o/xml_1_9955342790_20250505130533.jpg?w=3840&h=3840&c=9
סובארו XV,1.6 Kyoto אוט׳ 1.6 (114 כ״ס),2017 • יד 2,לוין מוטורס,"37,000 ₪",,https://www.yad2.co.il://item/yjza8aac,https://img.yad2.co.il/Pic/202505/04/1_8/o/y2_1pa_010046_20250504234930.jpeg?w=3840&h=3840&c=9
סובארו XV,Crosstrek אוט׳ 2.0 (152 כ״ס),2022 • יד 1,סמלת כמו חדש,"114,900 ₪","2,197 ₪ (60 חודשים)",https://www.yad2.co.il://item/z2830tpt,
סובארו XV,1.6I אוט׳ 1.6 (114 כ״ס) [2014-2016],2016 • יד 2,ישראל דניאל רכבים,"44,990 ₪",,https://www.yad2.co.il://item/8p6pfcm9,https://img.yad2.co.il/Pic/202408/18/1_8/o/y2_6_6tKtHFcvyU_20240818.jpeg?w=3840&h=3840&c=9
